idtransaccion,idcliente,horatransaccion,monto,canal,geolocalizacion,dispositivo_confianza,monto_promedio,ataque,estatus
100912,1,2026-03-23 13:24:05,23.25,SUCURSAL,CDMX,False,18.65,0,APROBADA
100913,9,2026-03-03 18:54:13,217.66,WEB,CDMX,True,210.6,0,APROBADA
100914,7,2026-03-04 09:31:51,124.22,SUCURSAL,CDMX,True,91.7,0,APROBADA
100915,150,2026-03-05 03:42:06,184.69,ATM,CDMX,True,167.65,0,APROBADA
100916,9,2026-03-09 03:38:27,213.66,APP,CDMX,True,210.6,0,APROBADA
100917,9,2026-03-21 00:05:02,222.35,ATM,OTRA,True,210.6,0,APROBADA
100918,7,2026-03-30 15:33:40,124.43,APP,CDMX,True,91.7,0,APROBADA
100919,9,2026-03-10 20:08:43,208.22,ATM,OTRA,True,210.6,0,APROBADA
100920,150,2026-03-03 22:32:06,169.83,SUCURSAL,CDMX,True,167.65,0,APROBADA
100921,8,2026-03-12 08:37:05,121.16,APP,CDMX,True,160.64,0,APROBADA
100922,7,2026-03-27 12:02:05,113.45,SUCURSAL,MTY,True,91.7,0,APROBADA
100923,9,2026-03-20 22:21:58,257.86,WEB,CDMX,True,210.6,0,APROBADA
100924,8,2026-03-28 21:06:27,120.46,APP,CDMX,True,160.64,0,APROBADA
100925,9,2026-03-15 00:55:42,214.01,SUCURSAL,CDMX,True,210.6,0,APROBADA
100926,9,2026-03-26 22:05:08,141.91,WEB,CDMX,True,210.6,0,APROBADA
100927,7,2026-03-28 00:13:30,107.56,WEB,CDMX,True,91.7,0,APROBADA
100928,150,NA,115.48,SUCURSAL,CDMX,True,167.65,0,APROBADA
100929,7,2026-03-24 22:28:31,84.56,SUCURSAL,CDMX,True,91.7,0,APROBADA
100930,8,2026-03-19 12:03:21,143.86,APP,CDMX,True,160.64,0,APROBADA
100931,9,2026-03-28 01:47:37,201.6,ATM,CDMX,True,210.6,0,APROBADA
100932,150,2026-03-30 05:14:45,133.43,APP,CDMX,True,167.65,0,APROBADA
100933,1,2026-03-09 14:26:56,21.75,SUCURSAL,CDMX,False,18.65,0,APROBADA
100934,9,2026-03-23 00:01:10,192.57,ATM,CDMX,True,210.6,0,APROBADA
100935,150,2026-03-08 03:58:38,169.02,SUCURSAL,,True,167.65,0,APROBADA
100936,9,2026-03-27 23:50:30,229.91,WEB,CDMX,True,210.6,0,APROBADA
100937,9,2026-03-05 20:12:10,259.25,  sucursal  ,CDMX,True,210.6,0,APROBADA
100938,8,2026-03-08 06:35:03,165.92,APP,CDMX,True,160.64,0,APROBADA
100939,7,2026-03-27 16:02:51,83.6,APP,CDMX,True,91.7,0,APROBADA
100940,150,2026-03-08 05:16:21,155.13,ATM,CDMX,True,167.65,0,APROBADA
100941,7,2026-03-28 22:55:32,96.27,APP,CDMX,True,91.7,0,APROBADA
100942,9,2026-03-27 19:06:50,160.05,APP,GDL,True,210.6,0,APROBADA
100943,1,2026-03-30 10:58:23,23.14,WEB,CDMX,False,18.65,0,APROBADA
100944,9,2026-03-24 19:09:41,241.83,ATM,CDMX,True,210.6,0,APROBADA
100945,9,2026-03-14 18:15:53,150.23,SUCURSAL,CDMX,True,210.6,0,APROBADA
100946,8,2026-03-23 13:23:40,142.95,WEB,CDMX,True,160.64,0,APROBADA
100947,7,2026-03-05 13:26:58,91.71,SUCURSAL,OTRA,,91.7,0,APROBADA
100948,1,2026-03-16 10:49:00,25.78,APP,CDMX,False,18.65,0,APROBADA
100949,7,2026-03-14 01:25:48,124.15,APP,CDMX,True,91.7,0,APROBADA
100950,1,2026-03-23 14:51:42,22.41,ATM,CDMX,False,18.65,0,APROBADA
100951,8,2026-03-24 23:20:58,152.5,ATM,CDMX,True,160.64,0,APROBADA
100952,7,2026-03-23 12:28:41,109.12,WEB,OTRA,True,91.7,0,APROBADA
100953,8,2026-03-12 02:12:22,636.8,APP,CDMX,False,160.64,1,NO_APROBADA
100954,7,2026-03-17 17:18:13,90.44,APP,CDMX,True,91.7,0,APROBADA
100955,7,2026-03-01 00:56:50,113.59,ATM,CDMX,True,91.7,0,APROBADA
100956,150,2026-03-04 22:53:23,109.3,ATM,CDMX,True,167.65,0,APROBADA
100957,1,2026-03-16 11:36:47,23.66,APP,CDMX,False,18.65,0,APROBADA
100958,150,2026-03-19 01:22:19,156.55,ATM,CDMX,True,167.65,0,APROBADA
100959,7,2026-03-23 12:33:47,81.55,WEB,CDMX,True,91.7,0,APROBADA
100960,8,2026-03-15 03:09:45,143.24,SUCURSAL,GDL,True,160.64,0,APROBADA
100961,7,2026-03-16 06:28:04,103.54,ATM,CDMX,True,91.7,0,APROBADA
100962,9,2026-03-28 22:37:31,198.74,SUCURSAL,OTRA,True,210.6,0,APROBADA
100963,9,2026-03-27 20:09:32,256.16,WEB,CDMX,True,210.6,0,APROBADA
100964,150,2026-03-28 23:44:13,189.97,SUCURSAL,CDMX,True,167.65,0,APROBADA
100965,8,2026-03-30 03:38:54,131.06,SUCURSAL,CDMX,True,160.64,0,APROBADA
100966,150,2026-03-05 23:23:19,176.21,ATM,CDMX,True,167.65,0,APROBADA
100967,7,2026-03-26 18:26:03,114.38,ATM,GDL,True,91.7,0,APROBADA
100968,1,2026-03-09 13:22:04,20.79,APP,CDMX,False,18.65,0,APROBADA
100969,8,2026-03-26 12:30:53,146.48,WEB,CDMX,True,160.64,0,APROBADA
100970,9,2026-03-22 01:09:55,214.83,ATM,CDMX,True,210.6,0,APROBADA
100971,9,2026-03-08 00:21:34,217.51,APP,MTY,True,210.6,0,APROBADA
100972,7,2026-03-23 00:36:40,103.56,ATM,CDMX,True,91.7,0,APROBADA
100973,7,2026-03-20 17:36:48,98.55 MXN,APP,OTRA,True,91.7,0,APROBADA
100974,1,2026-03-20 03:11:56,99.1,WEB,CDMX,False,18.65,1,NO_APROBADA
100975,150,2026-03-15 23:51:34,182.58,ATM,CDMX,False,167.65,0,APROBADA
100976,1,2026-03-17 22:38:25,110.46,APP,CDMX,False,18.65,1,NO_APROBADA
100977,1,2026-03-23 10:18:09,17.68,WEB,CDMX,False,18.65,0,APROBADA
100978,9,2026-03-22 20:03:39,175.76,ATM,CDMX,True,210.6,0,APROBADA
100979,1,2026-03-16 10:26:57,24.79,ATM,CDMX,False,18.65,0,APROBADA
100980,1,2026-03-09 10:48:38,18.62,WEB,CDMX,False,18.65,0,APROBADA
100981,1,2026-03-09 09:20:29,21.6,SUCURSAL,CDMX,True,18.65,0,APROBADA
100982,1,2026-03-09 13:37:43,23.42,APP,CDMX,False,18.65,0,APROBADA
100983,8,2026-03-19 13:28:05,153.64,WEB,CDMX,True,160.64,0,APROBADA
100984,7,2026-03-26 07:34:27,127.67,SUCURSAL,CDMX,True,91.7,0,APROBADA
100985,150,2026-03-10 00:00:03,166.2,SUCURSAL,CDMX,True,167.65,0,APROBADA
100986,8,2026-03-27 20:13:37,155.68,ATM,CDMX,True,160.64,0,APROBADA
100987,8,2026-03-03 12:44:07,184.05,WEB,CDMX,True,160.64,0,APROBADA
100988,7,2026-03-20 16:51:20,112.47,ATM,CDMX,True,91.7,0,APROBADA
100989,8,2026-03-08 21:20:21,106.43,WEB,CDMX,True,160.64,0,APROBADA
100990,7,2026-03-21 00:38:30,103.35,APP,OTRA,True,91.7,0,APROBADA
100991,9,2026-03-25 00:34:05,237.93,APP,CDMX,True,210.6,0,APROBADA
100992,9,2026-03-22 19:22:52,240.7,SUCURSAL,MTY,True,210.6,0,APROBADA
100993,1,2026-03-09 12:23:59,14.24,WEB,CDMX,False,18.65,0,APROBADA
100994,8,2026-03-22 22:22:12,169.6,APP,OTRA,True,160.64,0,APROBADA
100995,7,2026-03-16 11:02:17,70.43,SUCURSAL,OTRA,True,91.7,0,APROBADA
100996,9,2026-03-04 22:36:32,228.66,SUCURSAL,CDMX,True,210.6,0,APROBADA
100997,150,2026-03-19 00:04:37,189.02,WEB,CDMX,True,167.65,0,APROBADA
100998,7,2026-03-29 16:46:50,129.52,ATM,CDMX,True,91.7,0,APROBADA
100999,150,2026-03-20 02:43:35,165.58,SUCURSAL,CDMX,True,167.65,0,APROBADA
101000,1,2026-03-30 11:27:54,19.6,SUCURSAL,CDMX,False,18.65,0,APROBADA
101001,8,2026-03-17 01:56:46,152.92,WEB,CDMX,True,160.64,0,APROBADA
101002,8,2026-03-01 12:12:21,125.31,APP,GDL,True,160.64,0,APROBADA
101003,9,2026-03-03 21:12:10,151.61,ATM,CDMX,True,210.6,0,APROBADA
101004,9,2026-03-14 18:37:51,168.6,ATM,GDL,True,210.6,0,APROBADA
101005,8,2026-03-27 01:52:21,173.77,WEB,OTRA,True,160.64,0,APROBADA
101006,9,2026-03-19 19:05:03,223.2,APP,CDMX,True,210.6,0,APROBADA
101007,7,2026-03-02 14:03:19,103.56,SUCURSAL,CDMX,True,91.7,0,APROBADA
101008,8,2026-03-28 12:25:06,164.38,SUCURSAL,CDMX,True,160.64,0,APROBADA
101009,1,2026-03-29 23:57:52,106.98,WEB,CDMX,False,18.65,1,NO_APROBADA
101010,1,2026-03-16 13:21:37,22.56,WEB,CDMX,True,18.65,0,APROBADA
101011,150,2026-03-26 01:57:36,142.89,WEB,CDMX,True,167.65,0,APROBADA
101012,150,2026-03-15 00:15:08,144.23,APP,CDMX,True,167.65,0,APROBADA
101013,8,2026-03-10 18:56:34,135.86,WEB,CDMX,True,160.64,0,APROBADA
101014,8,2026-03-01 16:37:42,180.17,WEB,CDMX,True,160.64,0,APROBADA
101015,1,2026-03-16 11:12:12,22.01,WEB,CDMX,False,18.65,0,APROBADA
101016,9,2026-03-20 23:54:37,159.47,ATM,CDMX,True,210.6,0,APROBADA
101017,9,2026-03-29 18:31:14,195.98,APP,CDMX,True,210.6,0,APROBADA
101018,7,2026-03-08 15:47:49,81.05,ATM,MTY,True,91.7,0,APROBADA
101019,1,2026-03-16 09:04:22,19.28,APP,CDMX,False,18.65,0,APROBADA
101020,150,2026-03-30 03:02:01,184.68,WEB,CDMX,True,167.65,0,APROBADA
101021,7,2026-03-11 17:15:11,124.64,WEB,CDMX,True,91.7,0,APROBADA
101022,1,2026-03-30 14:08:24,19.47,APP,CDMX,False,18.65,0,APROBADA
101023,8,2026-03-26 11:42:10,184.45,SUCURSAL,GDL,True,160.64,0,APROBADA
101024,7,2026-03-26 06:12:34,95.77,SUCURSAL,CDMX,True,91.7,0,APROBADA
101025,7,2026-03-30 01:48:39,89.66,WEB,MTY,True,91.7,0,APROBADA
101026,1,2026-03-02 00:42:16,66.65,WEB,OTRA,False,18.65,1,NO_APROBADA
101027,1,2026-03-30 12:50:42,24.59,APP,CDMX,False,18.65,0,APROBADA
101028,150,2026-03-12 05:33:29,167.51,WEB,CDMX,True,167.65,0,APROBADA
101029,9,2026-03-16 22:37:25,194.25,APP,CDMX,True,210.6,0,APROBADA
101030,7,2026-03-13 06:19:27,92.45,SUCURSAL,CDMX,True,91.7,0,APROBADA
101031,150,2026-03-03 00:48:05,157.56,ATM,CDMX,True,167.65,0,APROBADA
101032,9,2026-03-17 03:21:27,236.54,SUCURSAL,CDMX,True,210.6,0,APROBADA
101033,8,2026-03-09 12:01:11,137.32,SUCURSAL,CDMX,True,160.64,0,APROBADA
101034,1,2026-03-16 15:32:32,15.18,APP,CDMX,False,18.65,0,APROBADA
101035,1,2026-03-16 09:34:12,17.63,ATM,CDMX,False,18.65,0,APROBADA
101036,8,2026-03-07 22:38:08,179.01,ATM,CDMX,True,160.64,0,APROBADA
101037,9,2026-03-13 03:48:41,231.34,APP,CDMX,True,210.6,0,APROBADA
101038,7,2026-03-28 12:14:14,117.16,WEB,CDMX,True,91.7,0,APROBADA
101039,9,2026-03-24 01:21:50,232.42,APP,CDMX,True,210.6,0,APROBADA
101040,9,2026-03-07 01:28:54,155.4,APP,CDMX,True,210.6,0,APROBADA
101041,1,2026-03-16 15:42:53,22.23,ATM,CDMX,False,18.65,0,APROBADA
101042,9,2026-03-25 02:19:20,156.7,APP,CDMX,False,210.6,0,APROBADA
101043,8,2026-03-19 20:51:38,110.73,SUCURSAL,GDL,True,160.64,0,APROBADA
101044,9,2026-03-07 01:06:21,160.57,SUCURSAL,CDMX,True,210.6,0,APROBADA
101045,150,2026-03-06 22:52:44,187.02,SUCURSAL,CDMX,True,167.65,0,APROBADA
101046,9,2026-03-10 21:14:18,141.33,APP,CDMX,True,210.6,0,APROBADA
101047,8,2026-03-28 13:25:10,171.88,APP,CDMX,True,160.64,0,APROBADA
101048,9,2026-03-29 21:08:55,219.78,WEB,CDMX,True,210.6,0,APROBADA
101049,7,,86.53,WEB,CDMX,True,91.7,0,APROBADA
101050,1,2026-03-09 12:04:52,17.95,SUCURSAL,CDMX,False,18.65,0,APROBADA
101051,150,2026-03-29 05:29:29,184.29,APP,CDMX,True,167.65,0,APROBADA
101052,9,2026-03-12 22:25:39,214.13,WEB,CDMX,True,210.6,0,APROBADA
101053,9,2026-03-15 00:58:42,223.84,WEB,CDMX,True,210.6,0,APROBADA
101054,1,2026-03-09 15:10:17,22.72,ATM,CDMX,False,18.65,0,APROBADA
101055,7,2026-03-30 15:26:48,100.26,APP,GDL,True,91.7,0,APROBADA
101056,8,2026-03-14 14:10:16,111.59,WEB,CDMX,True,160.64,0,APROBADA
101057,9,2026-03-13 23:47:25,153.76,WEB,CDMX,False,210.6,0,APROBADA
101058,7,2026-03-11 21:47:29,109.42,SUCURSAL,CDMX,True,91.7,0,APROBADA
101059,9,2026-03-05 01:52:17,152.06,WEB,CDMX,False,210.6,0,APROBADA
101060,8,2026-03-04 17:47:25,165.96,WEB,CDMX,True,160.64,0,APROBADA
101061,7,2026-03-15 11:11:13,111.8,APP,OTRA,True,91.7,0,APROBADA
101062,150,2026-03-21 23:24:44,109.38,ATM,CDMX,True,167.65,0,APROBADA
101063,9,2026-03-25 21:59:15,190.6,ATM,GDL,True,210.6,0,APROBADA
101064,1,2026-03-16 15:12:43,23.56,APP,CDMX,False,18.65,0,APROBADA
101065,7,2026-03-24 05:02:26,81.37,APP,MTY,True,91.7,0,APROBADA
101066,7,2026-03-30 17:25:27,89.4,,CDMX,True,91.7,0,APROBADA
101067,1,2026-03-16 14:20:00,21.9,SUCURSAL,CDMX,False,18.65,0,APROBADA
101068,8,2026-03-21 19:23:02,158.9,APP,MTY,True,160.64,0,APROBADA
101069,1,2026-03-23 13:50:59,17.89,WEB,CDMX,False,18.65,0,APROBADA
101070,9,2026-03-22 20:21:11,180.21,ATM,OTRA,True,210.6,0,APROBADA
101071,150,2026-03-30 05:24:32,106.2,WEB,CDMX,True,167.65,0,APROBADA
101072,1,2026-03-23 15:57:07,16.92,ATM,CDMX,False,18.65,0,APROBADA
101073,1,2026-03-02 10:23:31,21.7,ATM,CDMX,False,18.65,0,APROBADA
101074,7,2026-03-30 23:38:28,117.22,ATM,CDMX,SI,91.7,0,APROBADA
101075,1,2026-03-23 15:26:41,22.79,ATM,CDMX,False,18.65,0,APROBADA
101076,8,2026-03-08 06:34:03,159.73,WEB,OTRA,True,160.64,0,APROBADA
101077,9,2026-03-17 23:11:28,254.44,APP,CDMX,True,210.6,0,APROBADA
101078,1,2026-03-23 10:13:08,23.54,APP,CDMX,False,18.65,0,APROBADA
101079,7,2026-03-08 16:05:27,84.7,SUCURSAL,CDMX,True,91.7,0,APROBADA
101080,7,2026-03-20 07:19:18,116.88,SUCURSAL,GDL,True,91.7,0,APROBADA
101081,1,2026-03-16 12:24:10,22.82,SUCURSAL,CDMX,False,18.65,0,APROBADA
101082,7,2026-03-27 15:01:48,124.39,SUCURSAL,CDMX,True,91.7,0,APROBADA
101083,8,2026-03-20 17:09:35,145.82,WEB,CDMX,True,160.64,0,APROBADA
101084,9,2026-03-18 03:30:04,158.57,ATM,CDMX,True,210.6,0,APROBADA
101085,7,,126.42,ATM,CDMX,True,91.7,0,APROBADA
101086,8,2026-03-13 15:19:41,187.94,APP,CDMX,False,160.64,0,APROBADA
101087,9,2026-03-30 03:10:12,225.1,SUCURSAL,OTRA,True,210.6,0,APROBADA
101088,8,2026-03-23 01:41:24,108.11,SUCURSAL,CDMX,True,160.64,0,APROBADA
101089,8,2026-03-21 22:43:01,166.3,WEB,CDMX,True,160.64,0,APROBADA
101090,8,2026-03-08 19:37:42,163.0,WEB,CDMX,True,160.64,0,APROBADA
101091,9,2026-03-13 03:57:05,170.34,WEB,GDL,True,210.6,0,APROBADA
101092,8,2026-03-17 17:42:56,172.72,SUCURSAL,CDMX,True,160.64,0,APROBADA
101093,1,2026-03-13 03:33:41,45.67,WEB,OTRA,False,18.65,1,NO_APROBADA
101094,9,2026-03-23 22:00:10,223.56,SUCURSAL,CDMX,True,210.6,0,APROBADA
101095,150,2026-03-14 02:46:27,117.09,WEB,CDMX,True,167.65,0,APROBADA
101096,9,2026-03-06 02:07:28,161.93,WEB,CDMX,True,210.6,0,APROBADA
101097,7,2026-03-09 13:28:40,75.14,APP,GDL,True,91.7,0,APROBADA
101098,1,2026-03-09 09:21:01,15.21,WEB,CDMX,False,18.65,0,APROBADA
101099,1,2026-03-09 15:00:42,14.09,APP,CDMX,False,18.65,0,APROBADA
101100,150,2026-03-17 02:59:31,135.29,SUCURSAL,CDMX,True,167.65,0,APROBADA
101101,8,2026-03-11 07:23:42,137.04,SUCURSAL,CDMX,True,160.64,0,APROBADA
101102,8,2026-03-26 03:00:29,117.5,SUCURSAL,CDMX,True,160.64,0,APROBADA
101103,150,2026-03-04 02:44:48,164.3,WEB,CDMX,True,167.65,0,APROBADA
101104,9,2026-03-17 00:42:12,183.22,APP,MTY,False,210.6,0,APROBADA
101105,1,2026-03-30 14:20:43,22.87,SUCURSAL,CDMX,False,18.65,0,APROBADA
101106,1,2026-03-24 22:48:55,80.4,APP,GDL,False,18.65,1,NO_APROBADA
101107,8,2026-03-20 06:45:09,132.12,APP,CDMX,True,160.64,0,APROBADA
101108,150,2026-03-28 05:10:57,126.68,SUCURSAL,MTY,True,167.65,0,APROBADA
101109,7,2026-03-06 21:44:05,79.61,APP,CDMX,True,91.7,0,APROBADA
101110,8,2026-03-29 12:49:17,190.64,WEB,CDMX,True,160.64,0,APROBADA
101111,1,2026-03-23 10:59:34,24.46,SUCURSAL,CDMX,False,18.65,0,APROBADA
101112,150,2026-03-25 23:41:21,139.35,SUCURSAL,OTRA,True,167.65,0,APROBADA
101113,150,2026-03-28 04:51:14,115.02,WEB,CDMX,True,167.65,0,APROBADA
101114,8,2026-03-24 18:59:12,133.2,APP,CDMX,True,160.64,0,APROBADA
101115,9,2026-03-19 18:19:03,183.8,WEB,MTY,True,210.6,0,APROBADA
101116,7,2026-03-17 21:38:37,121.14,WEB,CDMX,False,91.7,0,APROBADA
101117,8,2026-03-05 09:53:14,130.51,SUCURSAL,CDMX,True,160.64,0,APROBADA
101118,1,2026-03-23 11:19:32,20.89,APP,CDMX,False,18.65,0,APROBADA
101119,7,2026-03-16 09:45:24,113.01,APP,MTY,True,91.7,0,APROBADA
101120,7,2026-03-23 23:03:59,129.06,WEB,OTRA,True,91.7,0,APROBADA
101121,7,2026-03-01 17:25:21,115.46,SUCURSAL,CDMX,True,91.7,0,APROBADA
101122,9,2026-03-03 02:46:18,242.75,ATM,CDMX,True,210.6,0,APROBADA
101123,9,2026-03-04 20:20:48,218.56,APP,OTRA,True,210.6,0,APROBADA
101124,150,2026-03-05 05:44:30,172.35,ATM,GDL,True,167.65,0,APROBADA
101125,1,2026-03-16 14:54:36,15.77,APP,CDMX,False,18.65,0,APROBADA
101126,9,2026-03-22 20:59:03,253.41,APP,CDMX,True,210.6,0,APROBADA
101127,1,2026-03-29 04:19:16,51.01,WEB,GDL,False,18.65,1,NO_APROBADA
101128,1,2026-03-09 12:31:19,22.3,WEB,CDMX,False,18.65,0,APROBADA
101129,1,2026-03-30 12:55:52,18.41,SUCURSAL,CDMX,False,18.65,0,APROBADA
101130,1,2026-03-09 09:07:31,20.87,WEB,CDMX,False,18.65,0,APROBADA
101131,8,2026-03-23 23:06:50,168.25,WEB,CDMX,True,160.64,0,APROBADA
101132,8,2026-03-19 04:06:20,153.38,APP,CDMX,True,160.64,0,APROBADA
101133,9,2026-03-27 18:25:35,204.68,SUCURSAL,CDMX,True,210.6,0,APROBADA
101134,1,2026-03-30 15:13:42,16.16,APP,CDMX,False,18.65,0,APROBADA
101135,150,2026-03-15 03:07:02,112.9,WEB,CDMX,True,167.65,0,APROBADA
101136,8,2026-03-28 01:05:07,143.07,ATM,CDMX,True,160.64,0,APROBADA
101137,1,2026-03-09 11:02:33,20.92,ATM,CDMX,False,18.65,0,APROBADA
101138,8,2026-03-17 11:38:34,109.03,WEB,CDMX,True,160.64,0,APROBADA
101139,1,2026-03-20 05:41:15,99.71,WEB,CDMX,False,18.65,1,NO_APROBADA
101140,8,2026-03-05 23:39:27,163.48,APP,CDMX,True,160.64,0,APROBADA
101141,7,2026-03-13 14:05:16,74.23,SUCURSAL,GDL,True,91.7,0,APROBADA
101142,8,2026-03-21 22:41:12,151.03,ATM,CDMX,True,160.64,0,APROBADA
101143,7,2026-03-14 04:20:50,84.85,SUCURSAL,CDMX,True,91.7,0,APROBADA
101144,8,2026-03-04 17:07:43,137.65,SUCURSAL,CDMX,True,160.64,0,APROBADA
101145,8,2026-03-25 08:09:55,193.15,WEB,CDMX,True,160.64,0,APROBADA
101146,7,2026-03-13 03:50:59,88.39,APP,CDMX,True,91.7,0,APROBADA
101147,9,2026-03-04 02:22:44,247.59,ATM,CDMX,True,210.6,0,APROBADA
101148,7,2026-03-11 12:11:22,70.57,SUCURSAL,CDMX,True,91.7,0,APROBADA
101149,150,2026-03-23 00:42:08,109.76,WEB,CDMX,True,167.65,0,APROBADA
101150,8,2026-03-23 07:43:38,193.76,SUCURSAL,CDMX,True,160.64,0,APROBADA
101151,9,2026-03-17 22:17:27,253.69,WEB,CDMX,True,210.6,0,APROBADA
101152,9,,151.24,APP,CDMX,True,210.6,0,APROBADA
101153,150,2026-03-02 23:47:18,143.16,SUCURSAL,GDL,True,167.65,0,APROBADA
101154,150,2026-03-30 00:30:31,186.98,APP,CDMX,True,167.65,0,APROBADA
101155,1,2026-03-23 12:44:34,25.41,ATM,CDMX,False,18.65,0,APROBADA
101156,150,2026-03-22 22:38:28,152.12,WEB,CDMX,True,167.65,0,APROBADA
101157,7,2026-03-06 02:23:53,95.36,WEB,CDMX,True,91.7,0,APROBADA
101158,9,2026-03-06 23:07:21,197.97,WEB,GDL,True,210.6,0,APROBADA
101159,8,2026-03-07 00:47:40,188.98,SUCURSAL,CDMX,True,160.64,0,APROBADA
101160,150,2026-03-28 22:32:31,683.48,WEB,GDL,False,167.65,1,NO_APROBADA
101161,8,2026-03-28 05:00:49,600.59,APP,OTRA,False,160.64,1,NO_APROBADA
101162,7,2026-03-03 16:32:57,70.41,WEB,CDMX,True,91.7,0,APROBADA
101163,8,2026-03-08 15:25:23,153.28,ATM,CDMX,True,160.64,0,APROBADA
101164,8,2026-03-04 14:42:53,144.06,SUCURSAL,  cdmx  ,True,160.64,0,APROBADA
101165,8,2026-03-29 22:12:07,142.9,WEB,CDMX,True,160.64,0,APROBADA
101166,8,2026-03-29 01:10:42,115.69,WEB,OTRA,True,160.64,0,APROBADA
101167,9,2026-03-18 01:51:43,245.81,WEB,CDMX,True,210.6,0,APROBADA
101168,150,2026-03-24 04:08:07,135.97,APP,CDMX,True,167.65,0,APROBADA
101169,1,2026-03-30 14:15:03,14.1,ATM,CDMX,False,18.65,0,APROBADA
101170,9,2026-03-10 22:31:05,201.35,SUCURSAL,CDMX,True,210.6,0,APROBADA
101171,7,2026-03-09 03:55:16,98.43,WEB,CDMX,True,91.7,0,APROBADA
101172,1,2026-03-23 14:32:39,21.55,WEB,CDMX,False,18.65,0,APROBADA
101173,7,2026-03-08 03:08:25,78.77,APP,CDMX,True,91.7,0,APROBADA
101174,1,2026-03-23 10:05:55,22.4,APP,CDMX,False,18.65,0,APROBADA
101175,7,2026-03-08 10:27:30,88.26,APP,CDMX,True,91.7,0,APROBADA
101176,8,2026-03-12 08:22:45,121.36,SUCURSAL,CDMX,True,160.64,0,APROBADA
101177,1,2026-03-02 14:47:20,21.28,WEB,CDMX,False,18.65,0,APROBADA
101178,9,2026-03-06 22:31:23,141.64,ATM,CDMX,True,210.6,0,APROBADA
101179,150,2026-03-25 00:21:23,159.42,ATM,CDMX,True,167.65,0,APROBADA
101180,7,2026-03-21 08:13:37,107.77,SUCURSAL,CDMX,True,91.7,0,APROBADA
101181,150,2026-03-04 22:37:58,113.88,WEB,CDMX,True,167.65,0,APROBADA
101182,150,2026-03-20 03:19:46,118.83,SUCURSAL,GDL,True,167.65,0,APROBADA
101183,7,2026-03-07 13:35:45,123.69,ATM,OTRA,True,91.7,0,APROBADA
101184,9,2026-03-21 19:58:27,254.29,APP,CDMX,True,210.6,0,APROBADA
101185,1,2026-03-09 13:17:44,14.73,WEB,CDMX,False,18.65,0,APROBADA
101186,7,2026-03-24 12:31:43,93.05,APP,CDMX,True,91.7,0,APROBADA
101187,9,2026-03-13 03:17:13,211.05,WEB,CDMX,True,210.6,0,APROBADA
101188,1,2026-03-30 15:32:29,22.5,ATM,CDMX,False,18.65,0,APROBADA
101189,150,2026-03-04 00:14:02,189.78,WEB,CDMX,True,167.65,0,APROBADA
101190,8,2026-03-30 04:17:55,179.11,APP,CDMX,True,160.64,0,APROBADA
101191,150,2026-03-04 22:41:22,184.56,ATM,CDMX,True,167.65,0,APROBADA
101192,8,2026-03-24 04:26:57,178.43,ATM,CDMX,True,160.64,0,APROBADA
101193,8,2026-03-08 23:17:11,183.12,ATM,OTRA,True,160.64,0,APROBADA
101194,150,NA,123.35,WEB,GDL,True,167.65,0,APROBADA
101195,9,2026-03-05 01:14:46,151.24,SUCURSAL,CDMX,True,210.6,0,APROBADA
101362,7,2026-03-15 05:52:55,113.77,WEB,CDMX,True,91.7,0,APROBADA
101197,8,2026-03-01 09:10:56,111.25,WEB,OTRA,True,160.64,0,APROBADA
101198,1,2026-03-16 10:29:58,22.72,SUCURSAL,CDMX,False,18.65,0,APROBADA
101199,1,2026-03-23 09:24:24,23.97,APP,CDMX,True,18.65,0,APROBADA
101200,1,2026-03-09 10:49:05,14.16,ATM,CDMX,False,18.65,0,APROBADA
101201,1,2026-03-14 02:36:34,72.07,APP,OTRA,False,18.65,1,NO_APROBADA
101202,150,2026-03-29 05:52:10,110.03,ATM,CDMX,True,167.65,0,APROBADA
101203,8,2026-03-21 17:07:01,151.04,APP,CDMX,True,160.64,0,APROBADA
101204,9,2026-03-05 18:58:14,182.4,APP,CDMX,True,210.6,0,APROBADA
101205,8,2026-03-08 21:24:43,125.21,APP,CDMX,True,160.64,0,APROBADA
101206,8,2026-03-12 02:39:21,112.63,APP,CDMX,True,160.64,0,APROBADA
101207,1,2026-03-23 10:11:27,15.8,ATM,CDMX,False,18.65,0,APROBADA
101208,8,2026-03-20 09:22:56,138.22,APP,CDMX,True,160.64,0,APROBADA
101209,8,2026-03-26 22:51:04,118.19,APP,GDL,True,160.64,0,APROBADA
101210,7,2026-03-13 14:46:50,127.58,SUCURSAL,GDL,True,91.7,0,APROBADA
101211,8,2026-03-05 02:20:08,149.48,WEB,CDMX,True,160.64,0,APROBADA
101212,9,2026-03-23 00:38:50,250.59,ATM,CDMX,True,210.6,0,APROBADA
101213,9,2026-03-14 02:31:34,186.16,SUCURSAL,CDMX,True,210.6,0,APROBADA
101214,150,2026-03-23 04:33:36,105.26,WEB,CDMX,True,167.65,0,APROBADA
101215,1,2026-03-16 13:30:08,24.19,APP,CDMX,False,18.65,0,APROBADA
101216,7,2026-03-10 14:09:53,73.35,SUCURSAL,CDMX,True,91.7,0,APROBADA
101217,7,2026-03-04 22:45:09,95.48,SUCURSAL,CDMX,True,91.7,0,APROBADA
